No.,Temple Name,Type,Temple Address,Villages,Districts,Regency,Province,Pos code,Latitude,Longitude
1951,Pura Dalem Banjar More Sebudi,Pura Dalem,"Sebudi, Selat, Karangasem, Bali, 80862",Sebudi,Selat,Karangasem,Bali,80862,-8.3778995,115.4778887
1952,Pura dalem Banjar padangtungal,Pura Dalem,"Jl. Semarapura-Karangasem, Selat, Karangasem, Bali, 80862",0,Selat,Karangasem,Bali,80862,-8.4496787,115.474947
1953,Pura Dalem Banjar Padpadan,Pura Dalem,"Banjar Padpadan, Petak Kaja, Gianyar, Gianyar, Bali, 80515",Petak Kaja,Gianyar,Gianyar,Bali,80515,-8.460467,115.3238531
1954,Pura Dalem Banjar Pemenang,Pura Dalem,"Nyalian, Banjarangkan, Nyalian, Klungkung, Klungkung, Bali, 80752",Banjarangkan,Klungkung,Klungkung,Bali,80752,-8.4943002,115.361162
1955,Pura Dalem Banjar Penangkidan,Pura Dalem,"Unnamed Road, Bunga Mekar, Nusapenida, Klungkung, Bali, 80771",Bunga Mekar,Nusapenida,Klungkung,Bali,80771,-8.741903,115.4767493
1956,pura dalem Banjar petinggian,Pura Dalem,"Jl. Petinggian, Kutampi Kaler, Nusapenida, Klungkung, Bali, 80771",Kutampi Kaler,Nusapenida,Klungkung,Bali,80771,-8.6901504,115.5445346
1957,Pura dalem Banjar Ponggang,Pura Dalem,"Jl raya payangan, ponggang, Puhu, Payangan, Gianyar, Bali, 80572",Puhu,Payangan,Gianyar,Bali,80572,-8.3913812,115.2576116
1958,Pura Dalem Banjar Purnadesa Siangan,Pura Dalem,"Siangan, Gianyar, Bali, 80515",0,Siangan,Gianyar,Bali,80515,-8.4919587,115.3173029
1959,Pura Dalem Banjar Sebunipil,Pura Dalem,"Jl. Banjar sebunipil-lekok, Kutampi Kaler, Nusapenida, Klungkung, Bali, 80771",Kutampi Kaler,Nusapenida,Klungkung,Bali,80771,-8.7144144,115.5551766
1960,Pura Dalem Banjar Seribatu,Pura Dalem,"Banjar seribatu, Penglumbaran, Susut, Bangli, Bali, 80661",Penglumbaran,Susut,Bangli,Bali,80661,-8.3675819,115.3440448
1961,Pura Dalem Banjar Seribupati,Pura Dalem,"Jl. Seribupati No.17, Cau Belayu, Marga, Tabanan, Bali, 82181",Cau Belayu,Marga,Tabanan,Bali,82181,-8.458763,115.2052843
1962,Pura Dalem Banjar Tengaksa,Pura Dalem,"Klumpu, Nusapenida, Klungkung, Bali, 80771",Klumpu,Nusapenida,Klungkung,Bali,80771,-8.7475319,115.5187104
1963,Pura Dalem Banjarasem,Pura Dalem,"Banjar Asem, Seririt, Buleleng, Bali, 81153",Banjar Asem,Seririt,Buleleng,Bali,81153,-8.1981024,114.9005171
1964,Pura Dalem Batan Buah,Pura Dalem,"Banjar batan buah desa, Tangguntiti, Selemadeg Timur, Tabanan, Bali, 82161",Tangguntiti,Selemadeg Timur,Tabanan,Bali,82161,-8.5353097,115.0521893
1965,Pura Dalem Batan Camplung,Pura Dalem,"Banjar telanga, Darmasaba, Abiansemal, Badung, Bali, 80238",Darmasaba,Abiansemal,Badung,Bali,80238,-8.5922323,115.2104821
1966,Pura Dalem Batanwaru,Pura Dalem,"Jl. Beringkit Abiantuwung, Peken, Marga, Tabanan, Bali, 82121",Peken,Marga,Tabanan,Bali,82121,-8.5339913,115.1599236
1967,Pura Dalem Batu Medau Banjar Cemulik,Pura Dalem,"Sakti, Nusapenida, Klungkung, Bali, 80771",Sakti,Nusapenida,Klungkung,Bali,80771,-8.7136131,115.4995438
1968,PURA DALEM BATU MELINGGIH,Pura Dalem,"Jl. Raya Mambal Abiansemal No.11, Mambal, Abiansemal, Badung, Bali, 80352",Mambal,Abiansemal,Badung,Bali,80352,-8.5559583,115.2188147
1969,Pura Dalem Batuagung,Pura Dalem,"Batuagung, Jembrana, Jembrana, Bali, 82218",Batuagung,Jembrana,Jembrana,Bali,82218,-8.3560064,114.6432566
1970,Pura Dalem Batuaji,Pura Dalem,"Batubulan Kangin, Sukawati, Gianyar, Bali, 80582",Batubulan Kangin,Sukawati,Gianyar,Bali,80582,-8.6202722,115.2704651
1971,Pura Dalem Batur,Pura Dalem,"Jl. Sang Hyang No.6, Abianbase, Mengwi, Badung, Bali, 80351",Abianbase,Mengwi,Badung,Bali,80351,-8.5899443,115.1715109
1972,Pura Dalem Batur Sari,Pura Dalem,"Bitera, Gianyar, Bali, 80515",0,Bitera,Gianyar,Bali,80515,-8.5333572,115.3102322
1973,Pura Dalem Batur Tegallalang,Pura Dalem,"Tegallalang, Gianyar, Bali, 80561",0,Tegallalang,Gianyar,Bali,80561,-8.4436568,115.2809864
1974,Pura Dalem Baturenggong,Pura Dalem,"Jl. I Gusti Ngurah Rai No.12, Mengwi, Mengwi, Badung, Bali, 80351",Mengwi,Mengwi,Badung,Bali,80351,-8.5527547,115.1706434
1975,Pura Dalem Baturinggit,Pura Dalem,"Unnamed Road, Bentek, Gangga, North Lombok, NTB 83353",Bentek,Gangga,Lombok Utara,NTB ,83353,-8.386918,116.2245862
1976,Pura Dalem Bayuh,Pura Dalem,"Kutampi, Nusapenida, Klungkung, Bali, 80771",Kutampi,Nusapenida,Klungkung,Bali,80771,-8.710363,115.5598412
1977,Pura Dalem Bebajangan,Pura Dalem,"Nyitdah, Kediri, Tabanan, Bali, 82121",Nyitdah,Kediri,Tabanan,Bali,82121,-8.5796919,115.1073074
1978,Pura Dalem Bebalang Carangsari,Pura Dalem,"Carangsari, Petang, Badung, Bali, 80353",Carangsari,Petang,Badung,Bali,80353,-8.4498359,115.216139
1979,Pura Dalem Bebali Kelod,Pura Dalem,"Jl. Bebali, Berembeng, Selemadeg, Tabanan, Bali, 82162",Berembeng,Selemadeg,Tabanan,Bali,82162,-8.539856,115.01882
1980,Pura Dalem Bebandem,Pura Dalem,"Jl. Raya Bebandem, Bebandem, Karangasem, Bali, 80861",Bebandem,Bebandem,Karangasem,Bali,80861,-8.4423402,115.5596924
1981,Pura Dalem Bebetin Village,Pura Dalem,"Bebetin, Sawan, Buleleng, Bali, 81171",Bebetin,Sawan,Buleleng,Bali,81171,-8.154684,115.1775865
1982,Pura Dalem Belatung,Pura Dalem,"Senganan, Penebel, Tabanan, Bali, 82191",Senganan,Penebel,Tabanan,Bali,82191,-8.3878026,115.166394
1983,Pura Dalem Belatung,Pura Dalem,"Menanga, Rendang, Karangasem, Bali, 80863",Menanga,Rendang,Karangasem,Bali,80863,-8.4066667,115.4422472
1984,Pura Dalem Belumbang,Pura Dalem,"Belumbang, Kerambitan, Belumbang, Tabanan, Tabanan, Bali, 82161",Belumbang,Kerambitan,Tabanan,Bali,82161,-8.5537268,115.068321
1985,Pura Dalem Benculuk Tegeh Kuri,Pura Dalem,"Jalan Padma, Tonja, Denpasar Utara, Tonja, Denpasar, Kota Denpasar, Bali, 80237",Tonja,Denpasar Utara,Kota Denpasar,Bali,80237,-8.6250634,115.2274032
1986,Pura Dalem Bendesa Banjarangkan,Pura Dalem,"Jl. Mawar, Banjarangkan, Banjarankan, Klungkung, Bali, 80752",Banjarangkan,Banjarankan,Klungkung,Bali,80752,-8.5489943,115.3707144
1987,Pura Dalem Beng Gianyar,Pura Dalem,"Jl. Gn. Agung No.11, Beng, Gianyar, Gianyar, Bali, 80513",Beng,Gianyar,Gianyar,Bali,80513,-8.5352212,115.3298415
1988,Pura Dalem Bengkala,Pura Dalem,"Bengkala, Kubutambahan, Buleleng, Bali, 81171",Bengkala,Kubutambahan,Buleleng,Bali,81171,-8.1136981,115.1809749
1989,Pura Dalem Bengkel,Pura Dalem,"Binoh Kelod 80116, Jalan Ken Umang, Ubung Kaja, North Denpasar, Ubung Kaja, Denpasar Utara, Kota Denpasar, Bali, 80115",Ubung Kaja,Denpasar Utara,Kota Denpasar,Bali,80115,-8.6294195,115.2036563
1990,Pura Dalem Bengkel,Pura Dalem,"Bebetin, Sawan, Buleleng, Bali, 81171",Bebetin,Sawan,Buleleng,Bali,81171,-8.1495388,115.1847524
1991,Pura Dalem Bengkel,Pura Dalem,"Wongaya Gede, Penebel, Tabanan, Bali, 82152",Wongaya Gede,Penebel,Tabanan,Bali,82152,-8.4009197,115.1013803
1992,Pura Dalem Bengkel Sari,Pura Dalem,"Bengkel Sari, West Selemadeg, Tabanan, Bali, 82162",Bengkel Sari,West Selemadeg,Tabanan,Bali,82162,-8.4923696,115.0016762
1993,Pura Dalem Besang Kawan Toh Jiwa,Pura Dalem,"Jl. Setia Budi I, Semarapura Kaja, Klungkung, Klungkung, Bali, 80712",Semarapura Kaja,Klungkung,Klungkung,Bali,80712,-8.5238322,115.3961628
1994,Pura dalem bgt.batu kandik,Pura Dalem,"Batukandik, Nusapenida, Klungkung, Bali, 80771",Batukandik,Nusapenida,Klungkung,Bali,80771,-8.7564356,115.5348015
1995,Pura Dalem Bhawitan,Pura Dalem,"Bungkulan, Sawan, Buleleng, Bali, 81171",Bungkulan,Sawan,Buleleng,Bali,81171,-8.0662154,115.1618597
1996,Pura Dalem Bias Mentig.,Pura Dalem,"Desa Pakraman Nyuh Kukuh. Banjar Nyuh, Ped, Nusapenida, Klungkung, Bali, 80771",Ped,Nusapenida,Klungkung,Bali,80771,-8.6752781,115.4909951
1997,Pura Dalem Bija,Pura Dalem,"Mekar Bhuwana, Abiansemal, Badung, Bali, 80352",Mekar Bhuwana,Abiansemal,Badung,Bali,80352,-8.5451554,115.228283
1998,Pura Dalem Blahkiuh,Pura Dalem,"Blahkiuh, Abiansemal, Badung, Bali, 80352",Blahkiuh,Abiansemal,Badung,Bali,80352,-8.5121985,115.2187557
1999,Pura Dalem Bonbyu,Pura Dalem,"Jl. Raya Blangsinga, Saba, Blahbatuh, Gianyar, Bali, 80581",Saba,Blahbatuh,Gianyar,Bali,80581,-8.578594,115.292287
2000,Pura Dalem Bongan Desa Adat Bongan Tegalmengkeb,Pura Dalem,"Banjar Dinas Alas, Tegal Mengkeb, Selemadeg Timur, Tabanan, Bali, 82161",Tegal Mengkeb,Selemadeg Timur,Tabanan,Bali,82161,-8.5307066,115.0354999
2001,Pura Dalem Bongancina,Pura Dalem,"Jl. Bongancina, Bongancina, Busungbiu, Buleleng, Bali, 81154",Bongancina,Busungbiu,Buleleng,Bali,81154,-8.3348905,114.9468613
2002,Pura Dalem Banjar Adat Tiagan,Pura Dalem,"Klumpu, Nusapenida, Klungkung, Bali, 80771",Klumpu,Nusapenida,Klungkung,Bali,80771,-8.7378978,115.5182046
2003,Pura Dalem Banjar Ancut,Pura Dalem,"Banjar Ancut, Sebudi, Selat, Karangasem, Bali, 80862",Sebudi,Selat,Karangasem,Bali,80862,-8.4203417,115.466905
2004,Pura Dalem Banjar Belok,Pura Dalem,"Belok/Sidan, Petang, Badung, Bali, 80353",Belok/Sidan,Petang,Badung,Bali,80353,-8.2879545,115.2393515
2005,Pura Dalem Banjar Buangga Desa Adat Getasan,Pura Dalem,"Jln. Pratu I Kilek, Getasan, Petang, Badung, Bali, 80353",Getasan,Petang,Badung,Bali,80353,-8.4313837,115.2255835
2006,Pura Dalem Banjar Gamongan,Pura Dalem,"Banjar Gamongan, Selemadeg, Selemadeg, Tabanan, Bali, 82162",Selemadeg,Selemadeg,Tabanan,Bali,82162,-8.4804003,115.0403701
2007,Pura Dalem Banjar Kebon,Pura Dalem,"Banjar kebon desa, Tangguntiti, Selemadeg Timur, Tabanan, Bali, 82161",Tangguntiti,Selemadeg Timur,Tabanan,Bali,82161,-8.5427748,115.0543857
2008,Pura Dalem Banjar Krobokan,Pura Dalem,"Jl. Pekutatan, Sepang, Busungbiu, Buleleng, Bali, 81154",Sepang,Busungbiu,Buleleng,Bali,81154,-8.3338183,114.9343122
2009,Pura Dalem Banjar Maletkutamesir,Pura Dalem,"Banjar Maletkutamesir, Tiga, Susut, Bangli, Bali, 80661",Tiga,Susut,Bangli,Bali,80661,-8.3607454,115.3307524
2010,Pura Dalem Banjar Nyatnyatan,Pura Dalem,"Gadungan, Selemadeg Timur, Tabanan, Bali, 82161",Gadungan,Selemadeg Timur,Tabanan,Bali,82161,-8.4820026,115.0873611
2011,Pura Dalem Banjar Subia,Pura Dalem,"Unnamed Road,Desa, Klumpu, Nusapenida, Klungkung, Bali, 80771",Klumpu,Nusapenida,Klungkung,Bali,80771,-8.7381539,115.5143534
2012,Pura Dalem Banjar Dinas Keduran,Pura Dalem,"Madenan, Tejakula, Buleleng, Bali, 81173",Madenan,Tejakula,Buleleng,Bali,81173,-8.1500823,115.2936616
2013,Pura Dalem Banjar Glagahlinggah,Pura Dalem,"Kintamani, Bangli, Bali, 80652",0,Kintamani,Bangli,Bali,80652,-8.2520986,115.3124785
2014,Pura Dalem Banjar Gunung,Pura Dalem,"Jl. Lap. Berburu No.25, Taman, Abiansemal, Badung, Bali, 80352",Taman,Abiansemal,Badung,Bali,80352,-8.4852597,115.2237679
2015,Pura Dalem Banjar Juga,Pura Dalem,"MAS, Ubud, Gianyar, Bali, 80571",MAS,Ubud,Gianyar,Bali,80571,-8.5481456,115.2770012
2016,Pura Dalem Banjar Kuumkeladi,Pura Dalem,"Unnamed Road, Pesagi, Penebel, Tabanan, Bali, 82161",Pesagi,Penebel,Tabanan,Bali,82161,-8.454929,115.0954846
2017,"Pura Dalem Banjar Pulagan, Kutampi, Nusa Penida",Pura Dalem,"Unnamed Road, Kutampi, Nusapenida, Klungkung, Bali, 80771",Kutampi,Nusapenida,Klungkung,Bali,80771,-8.7273566,115.5659845
2018,Pura Dalem Banjar Pura,Pura Dalem,"Unnamed Road, Sebudi, Selat, Karangasem, Bali, 80862",Sebudi,Selat,Karangasem,Bali,80862,-8.3934264,115.4687625
2019,Pura Dalem Banjar Susut Kelod,Pura Dalem,"Susut, Bangli, Bali, 80661",0,Susut,Bangli,Bali,80661,-8.4445257,115.3294723
2020,Pura Dalem Banjar Tingkadbatu,Pura Dalem,"Jehem, Tembuku, Bangli, Bali, 80671",Jehem,Tembuku,Bangli,Bali,80671,-8.4520542,115.3788005
2021,Pura Dalem Banjar Tunon,Pura Dalem,"Unnamed Road, Singakerta, Ubud, Gianyar, Bali, 80571",Singakerta,Ubud,Gianyar,Bali,80571,-8.5400302,115.2418349
2022,Pura dalem Banjar Antugan,Pura Dalem,"Jehem, Tembuku, Bangli, Bali, 80611",Jehem,Tembuku,Bangli,Bali,80611,-8.4015725,115.3767436
2023,Pura Dalem Banjar Nusasakti Desa Adat Nusasari,Pura Dalem,"Nusasari, Melaya, Jembrana, Bali, 82252",Nusasari,Melaya,Jembrana,Bali,82252,-8.2791149,114.5286214
2024,pura dalem Banjar pengaud,Pura Dalem,"Banjar pengaud, Suana, Nusapenida, Klungkung, Bali, 80771",Suana,Nusapenida,Klungkung,Bali,80771,-8.6990213,115.5791096
2025,"Pura Dalem Banjar Penginyahan, Payangan, Gianyar",Pura Dalem,"Puhu, Payangan, Gianyar, Bali, 80572",Puhu,Payangan,Gianyar,Bali,80572,-8.3819622,115.2646849
2026,Pura Dalem Banjar pisang Kelod,Pura Dalem,"Taro, Tegallalang, Gianyar, Bali, 80561",Taro,Tegallalang,Gianyar,Bali,80561,-8.3610084,115.3017168
2027,Pura Dalem Banjar Sekartaji,Pura Dalem,"Sekartaji, Nusapenida, Klungkung, Bali, 80771",Sekartaji,Nusapenida,Klungkung,Bali,80771,-8.8018926,115.5683958
2028,Pura Dalem Bugbugan,Pura Dalem,"Jl. Noja Saraswati, Oongan No.Br, Tonja, North Denpasar, Kota Denpasar, Bali, 80239",Tonja,Denpasar Utara,Kota Denpasar,Bali,80239,-8.6328682,115.2340481
2029,Pura Dalem Bugbugan,Pura Dalem,"Senganan, Penebel, Tabanan, Bali, 82191",Senganan,Penebel,Tabanan,Bali,82191,-8.3655171,115.1573037
2030,Pura Dalem Bukian,Pura Dalem,"Jl. Payangan, Puhu, Payangan, Gianyar, Bali, 80572",Puhu,Payangan,Gianyar,Bali,80572,-8.412235,115.243775
2031,Pura Dalem Bukian,Pura Dalem,"Unnamed Road, Bukian, Payangan, Gianyar, Bali, 80572",Bukian,Payangan,Gianyar,Bali,80572,-8.4150221,115.2647587
2032,Pura Dalem Bukit,Pura Dalem,"Bukit, Karangasem, Karangasem, Bali, 80811",Bukit,Karangasem,Karangasem,Bali,80811,-8.415094,115.63731
2033,Pura Dalem Bukit Galah,Pura Dalem,"Sebudi, Selat, Karangasem, Bali, 80853",Sebudi,Selat,Karangasem,Bali,80853,-8.3942841,115.5051202
2034,Pura Dalem Bungbungan,Pura Dalem,"Yeh Embang, Mendoyo, Jembrana, Bali, 82261",Yeh Embang,Mendoyo,Jembrana,Bali,82261,-8.3511249,114.7694013
2035,Pura Dalem Bungkeneng,Pura Dalem,"Jl. Ratna, Tonja, Denpasar Utara, Kota Denpasar, Bali, 80236",Tonja,Denpasar Utara,Kota Denpasar,Bali,80236,-8.6398131,115.228425
2036,Pura Dalem Bungkut,Pura Dalem,"Ped, Nusapenida, Klungkung, Bali, 80771",Ped,Nusapenida,Klungkung,Bali,80771,-8.6759154,115.5102613
2037,Pura dalem butus,Pura Dalem,"Butus, bhuana giri, Budakeling, Bebandem, Karangasem, Bali",Budakeling,Bebandem,Karangasem,Bali,0,-8.4047284,115.5678329
2038,Pura Dalem Buungan,Pura Dalem,"Jl. Purasti, Tiga, Susut, Bangli, Bali, 80661",Tiga,Susut,Bangli,Bali,80661,-8.4108832,115.3575849
2039,Pura Dalem Calik,Pura Dalem,"Kutampi, Nusapenida, Klungkung, Bali, 80771",Kutampi,Nusapenida,Klungkung,Bali,80771,-8.7346823,115.5647416
2040,Pura Dalem Calo,Pura Dalem,"Pupuan, Tegallalang, Gianyar, Bali, 80561",Pupuan,Tegallalang,Gianyar,Bali,80561,-8.3998978,115.3045246
2041,Pura Dalem Camplung,Pura Dalem,"Banjar Bangun Lemah Kangin, Apuan, Susut, Bangli, Bali, 80661",Apuan,Susut,Bangli,Bali,80661,-8.5041948,115.3350037
2042,Pura Dalem Camplung Tanduk,Pura Dalem,"Seminyak, Kuta, Badung, Bali",Seminyak,Kuta,Badung,Bali,0,-8.6932861,115.1592091
2043,Pura Dalem Cangkup,Pura Dalem,"Pesagi, Penebel, Tabanan, Bali, 82152",Pesagi,Penebel,Tabanan,Bali,82152,-8.4614095,115.1063317
2044,Pura Dalem Catu Sambirenteng,Pura Dalem,"Sambirenteng, Tejakula, Buleleng, Bali, 81173",Sambirenteng,Tejakula,Buleleng,Bali,81173,-8.1506424,115.4057564
2045,Pura Dalem Cau Belayu,Pura Dalem,"Cau Belayu, Marga, Tabanan, Bali, 82181",Cau Belayu,Marga,Tabanan,Bali,82181,-8.4816286,115.2001775
2046,Pura dalem celempung kawitan arya wang bang pinatih,Pura Dalem,"Tusan, Banjarangkan, Klungkung, Bali, 80752",Tusan,Banjarangkan,Klungkung,Bali,80752,-8.5407741,115.3696844
2047,Pura Dalem Celetiga,Pura Dalem,"Banjar Celetiga, Talibeng, Sidemen, Karangasem, Bali, 80864",Talibeng,Sidemen,Karangasem,Bali,80864,-8.4869048,115.4507873
2048,Pura Dalem Celuk Buruan,Pura Dalem,"Buruan, Blahbatuh, Gianyar, Bali, 80581",Buruan,Blahbatuh,Gianyar,Bali,80581,-8.5404499,115.3103505
2049,Pura Dalem Celuk Kawan,Pura Dalem,"Banjar Celuk Kawan, Sudimara, Tabanan, Tabanan, Bali, 82161",Sudimara,Tabanan,Tabanan,Bali,82161,-8.5717278,115.0726056
2050,pura dalem cemara,Pura Dalem,"Serangan, Denpasar Selatan, Kota Denpasar, Bali, 80229",Serangan,Denpasar Selatan,Kota Denpasar,Bali,80229,-8.7229848,115.2370797
2051,Pura dalem Cemara Sakti,Pura Dalem,"Jl. Raya Batumulapan, Batununggul, Nusapenida, Klungkung, Bali, 80771",Batununggul,Nusapenida,Klungkung,Bali,80771,-8.6774813,115.571453
2052,Pura Dalem Cemeng Tulikup,Pura Dalem,"Tulikup, Gianyar, Bali, 80515",0,Tulikup,Gianyar,Bali,80515,-8.554484,115.3567864
2053,Pura Dalem Cemenggaon,Pura Dalem,"Celuk, Sukawati, Gianyar, Bali, 80582",Celuk,Sukawati,Gianyar,Bali,80582,-8.601006,115.276946
2054,Pura Dalem Cempaga,Pura Dalem,"Cempaga, Bangli, Bangli, Bali, 80613",Cempaga,Bangli,Bangli,Bali,80613,-8.4384854,115.3553955
2055,Pura Dalem Cengkilung,Pura Dalem,"Banjar Cengkilung, Peguyangan Kangin, Denpasar Utara, Kota Denpasar, Bali, 80238",Peguyangan Kangin,Denpasar Utara,Kota Denpasar,Bali,80238,-8.5968948,115.2269817
2056,Pura Dalem Ceroring,Pura Dalem,"Jungutan, Bebandem, Karangasem, Bali, 80861",Jungutan,Bebandem,Karangasem,Bali,80861,-8.4327734,115.5297552
2057,PURA DALEM DA UNDISAN KAJA/SEKAAN,Pura Dalem,"Banjar Dinas Sekaan, Undisan, Tembuku, Bangli, Bali, 80671",Undisan,Tembuku,Bangli,Bali,80671,-8.4394624,115.3936898
2058,Pura Dalem Dampal Marga,Pura Dalem,"Marga, Tabanan, Bali, 82181",0,Marga,Tabanan,Bali,82181,-8.4754417,115.171274
2059,Pura Dalem & Prajapati Babakan Ulun Uma,Pura Dalem,"Jl. Banjar Tengah Gulingan, Gulingan, Mengwi, Badung, Bali, 80351",Gulingan,Mengwi,Badung,Bali,80351,-8.5489434,115.1885518
2060,pura dalem & rajepati Dinas belok,Pura Dalem,"Yangapi, Tembuku, Bangli, Bali, 80614",Yangapi,Tembuku,Bangli,Bali,80614,-8.3806201,115.3783626
2061,Pura Dalem & Setra Gede Meliling,Pura Dalem,"Jl. Raya Denpasar - Gilimanuk, Bantas, Selemadeg Timur, Tabanan, Bali, 82161",Bantas,Selemadeg Timur,Tabanan,Bali,82161,-8.5091711,115.0772595
2062,Pura Dalem Dangintukadaya,Pura Dalem,"Dangin Tukadaya, Jembrana, Jembrana, Bali, 82218",Dangin Tukadaya,Jembrana,Jembrana,Bali,82218,-8.3640449,114.6467979
2063,Pura Dalem Dasar,Pura Dalem,"Kalianget, Seririt, Buleleng, Bali, 81152",Kalianget,Seririt,Buleleng,Bali,81152,-8.1835199,114.952773
2064,Pura Dalem Dasar Lempuyang,Pura Dalem,"Bukit, Karangasem, Karangasem, Bali, 80852",Bukit,Karangasem,Karangasem,Bali,80852,-8.4090438,115.6356307
2065,Pura Dalem Desa Abang,Pura Dalem,"Jl. Ida Kt Djelantik, Abang, Karangasem, Bali, 80852",0,Abang,Karangasem,Bali,80852,-8.3911736,115.5988359
2066,Pura Dalem Desa Adat Angantelu,Pura Dalem,"Jalan Pura Andakasa, Antiga, Manggis, Antiga, Karangasem, Karangasem, Bali, 80871",Antiga,Manggis,Karangasem,Bali,80871,-8.5195841,115.4932846
2067,Pura Dalem Desa Adat Antugan Blahbatuh,Pura Dalem,"Jl. :setra desa adat Banjar Antugan, Blahbatuh, Blahbatuh, Gianyar, Bali, 80581",Blahbatuh,Blahbatuh,Gianyar,Bali,80581,-8.560148,115.2997971
2068,Pura Dalem Desa Adat Asak,Pura Dalem,"Gandhamayu Desa Adat Asak, Jl. Setra, Pertima, Karangasem, Karangasem, Bali, 80871",Pertima,Karangasem,Karangasem,Bali,80871,-8.4726001,115.5944297
2069,Pura Dalem desa adat bajera,Pura Dalem,"Bajera, Selemadeg, Tabanan, Bali, 82162",Bajera,Selemadeg,Tabanan,Bali,82162,-8.5054331,115.0238374
2070,Pura Dalem Desa Adat Bakung,Pura Dalem,"Pura Dalem BAKUNG, Sukasada, Buleleng, Bali, 81119",0,Sukasada,Buleleng,Bali,81119,-8.1338967,115.103793
2071,PURA DALEM DESA ADAT BATUDAWA,Pura Dalem,"Tulamben, Kubu, Karangasem, Bali, 80852",Tulamben,Kubu,Karangasem,Bali,80852,-8.2995543,115.5908285
2072,Pura Dalem Desa Adat Belega,Pura Dalem,"Blok, Jl. Setra Blok A No.4, Belega, Blahbatuh, Gianyar, Bali, 80581",Belega,Blahbatuh,Gianyar,Bali,80581,-8.5568156,115.3096571
2073,Pura Dalem desa adat Bongan,Pura Dalem,"Bongan, Tabanan, Tabanan, Bali, 82112",Bongan,Tabanan,Tabanan,Bali,82112,-8.5647649,115.1092191
2074,Pura Dalem Desa Adat Budakeling,Pura Dalem,"Jl. Budakeling, Buana Giri, Bebandem, Karangasem, Bali, 80861",Buana Giri,Bebandem,Karangasem,Bali,80861,-8.4287615,115.5708591
2075,Pura Dalem Desa Adat Buduk,Pura Dalem,"No., Jl. Kahyangan No.30, Buduk, Mengwi, Badung, Bali, 80351",Buduk,Mengwi,Badung,Bali,80351,-8.6104004,115.1566017
2076,Pura Dalem Desa Adat Bungaya,Pura Dalem,"Bungaya, Bebandem, Karangasem, Bali",Bungaya,Bebandem,Karangasem,Bali,0,-8.4625065,115.5836234
2077,pura dalem desa adat cagaan,Pura Dalem,"Jl. Raya Pejeng Kangin, Pejeng Kangin, Tampaksiring, Gianyar, Bali, 80552",Pejeng Kangin,Tampaksiring,Gianyar,Bali,80552,-8.5007617,115.2974583
2078,pura dalem desa adat cemengon,Pura Dalem,"Jl. Raya Puspa Resti No.184, Penarungan, Mengwi, Badung, Bali, 80352",Penarungan,Mengwi,Badung,Bali,80352,-8.5411277,115.2068315
2079,Pura Dalem Desa Adat Depeha,Pura Dalem,"Unnamed Road, Depeha, Kubutambahan, Buleleng, Bali, 81172",Depeha,Kubutambahan,Buleleng,Bali,81172,-8.12366,115.2393667
2080,Pura dalem desa adat dukuh sakti,Pura Dalem,"Jl raya dukuh ogang, Sangkan Gn., Sidemen, Karangasem, Bali, 80864",Sangkan Gn.,Sidemen,Karangasem,Bali,80864,-8.4594305,115.4445432
2081,Pura Dalem Desa Adat Gerih,Pura Dalem,"Abiansemal, Badung, Bali, 80352",0,Abiansemal,Badung,Bali,80352,-8.5484145,115.2098063
2082,PURA DALEM DESA ADAT GUMUNG,Pura Dalem,"Tenganan, Manggis, Karangasem, Bali, 80861",Tenganan,Manggis,Karangasem,Bali,80861,-8.4628869,115.5738112
2083,Pura dalem desa adat ipah,Pura Dalem,"Banjar Dinas ipah, Sangkan Gunung, Sidemen, Karangasem, Bali, 80864",Sangkan Gunung,Sidemen,Karangasem,Bali,80864,-8.4476391,115.4393568
2084,PURA DALEM DESA ADAT JADI,Pura Dalem,"Jl. Setra Ganda Mayu, Banjar Anyar, Kediri, Tabanan, Bali, 82123",Banjar Anyar,Kediri,Tabanan,Bali,82123,-8.5173529,115.1453695
2085,Pura Dalem Desa Adat Jemberana,Pura Dalem,"Unnamed Road, Serampingan, Selemadeg, Tabanan, Bali, 82161",Serampingan,Selemadeg,Tabanan,Bali,82161,-8.516564,115.0368963
2086,Pura Dalem Desa Adat Kalibalang,Pura Dalem,"Payangan, Marga, Tabanan, Bali, 82181",Payangan,Marga,Tabanan,Bali,82181,-8.4362455,115.1719858
2087,Pura Dalem Desa Adat Kanciana,Pura Dalem,"Unnamed Road, Gn. Salak, Selemadeg Timur, Tabanan, Bali, 82162",Gn. Salak,Selemadeg Timur,Tabanan,Bali,82162,-8.4330007,115.0617983
2088,Pura Dalem desa adat Karangasem,Pura Dalem,"Jl. Bhayangkara, Karangasem, Karangasem, Karangasem, Bali, 80811",Karangasem,Karangasem,Karangasem,Bali,80811,-8.4542606,115.6169669
2089,Pura Dalem Desa Adat Karangsari,Pura Dalem,"North Duda, Selat, Karangasem, Bali, 80862",North Duda,Selat,Karangasem,Bali,80862,-8.4353269,115.5092347
2090,Pura Dalem Desa Adat Kedonganan,Pura Dalem,"Pura Dalem Jimbaran, Kedonganan, Kuta, Badung, Bali, 80361",Kedonganan,Kuta,Badung,Bali,80361,-8.7683816,115.1800951
